PlasmoDBID,GoTerm
PFL2240w,GO:0005525
PFI1590c,GO:0008565
PF11_0193,GO:0005524
PF14_0627,GO:0006412
PFA0640c,GO:0008026
PFB0345c,GO:0008234
PFL2095w,GO:0003743
PFE1080w,GO:0009982
PF08_0131,GO:0005829
PF14_0462,GO:0030433
PFI0645w,GO:0003746
PFF0245w,GO:0022625
PFL2275c,GO:0005634
PF11_0317,GO:0005524
PF10_0224,GO:0016887
MAL13P1.4,GO:0020002
PFE1315w,GO:0000166
PF11_0510,GO:0004672
PFL2570w,GO:0030506
PFE1190c,GO:0007186
PFI0030c,GO:0020002
PF13_0182,GO:0010564
MAL8P1.66,GO:0048469
PFI0270w,GO:0016021
PF14_0218,GO:0005884
PF11_0105,GO:0030688
PF10_0359,GO:0020011
PF14_0193,GO:0003723
PFE0925c,GO:0020011
PF11_0076,GO:0006817
PFD0945c,GO:0016020
MAL13P1.44,GO:0004722
PFI1725w,GO:0006412
PFL1740w,GO:0016020
PFC0470w,GO:0005524
PF10_0155,GO:0004634
PFB0510w,GO:0016020
PFE0255w,GO:0034314
PFC0690c,GO:0008270
PFF1555w,GO:0020035
PF07_0018,GO:0005737
PF11_0381,GO:0020009
PF14_0706,GO:0005637
PFI0855w,GO:0006457
PF11_0087,GO:0006281
MAL8P1.40,GO:0003723
PF08_0011,GO:0006412
PF14_0112,GO:0003887
PF14_0189,GO:0000166
PF14_0239,GO:0006260
PF14_0553,GO:0006508
MAL7P1.202,GO:0006886
MAL7P1.129,GO:0016459
MAL13P1.196,GO:0004672
PFL2625w,GO:0020033
PFL1510c,GO:0005622
PFL0540w,GO:0016020
PFC0560c,GO:0007242
PF11_0520,GO:0020003
PF11_0127,GO:0004674
PF10_0224,GO:0030286
PFC0886w,GO:0004865
PFI0265c,GO:0030260
PFF0935c,GO:0005198
MAL13P1.88,GO:0006974
PF14_0288,GO:0016020
PFE0765w,GO:0016023
PF08_0069,GO:0008536
PFL0855c,GO:0007155
PFD0785c,GO:0008026
PFI0685w,GO:0020011
PF13_0134,GO:0008026
PF11_0270,GO:0006435
PFL2645c,GO:0020035
PFC1011c,GO:0016020
PFC1015c,GO:0016020
MAL13P1.351,GO:0016020
PF10_0368,GO:0005875
PFC0335c,GO:0005737
PFF0700c,GO:0005840
PFI0540w,GO:0003924
PF11_0050,GO:0006118
PFD0945c,GO:0016021
PF08_0066,GO:0048037
PF10_0325,GO:0050308
PFE1010w,GO:0006470
PF07_0042,GO:0005524
PFD0980w,GO:0020011
PFD1055w,GO:0003735
PF11_0090,GO:0005654
PFL1690w,GO:0097255
PFE0020c,GO:0020033
PF11_0047,GO:0005524
PF14_0145,GO:0036459
PFE1510c,GO:0031353
NA,GO:0009060
PF07_0065,GO:0005385
PF14_0652,GO:0008270
PF14_0413,GO:0003676
MAL8P1.9,GO:0005732
PFL1385c,GO:0016020
PFE0280c,GO:0005524
PFF1495w,GO:0005516
PF07_0045,GO:0016021
PF14_0373,GO:0005750
PFB0885w,GO:0003735
PF11_0488,GO:0005524
MAL13P1.302,GO:0019789
PF13_0321,GO:0019789
PFC0535w,GO:0003735
MAL7P1.68,GO:0016409
PF10_0245,GO:0006041
PF14_0370,GO:0003676
PFE0475w,GO:0005737
PFE0045c,GO:0005524
PF10_0143,GO:0003700
PF08_0142,GO:0004872
PFE1055c,GO:0005622
PF11_0306,GO:0006284
PF10_0355,GO:0009405
PF14_0585,GO:0005840
PFD0050w,GO:0020003
PFC0140c,GO:0006888
PF14_0642,GO:0003735
MAL13P1.345,GO:0006310
PFL1310c,GO:0005739
PFA0325w,GO:0006412
PFC0581w,GO:0051131
PF10_0311,GO:0006470
PFL0375w,GO:0003723
PF11_0156,GO:0005634
MAL8P1.216,GO:0020033
PF07_0019,GO:0003824
PFA0715c,GO:0000166
PF10_0193,GO:0016020
PF14_0051,GO:0009987
PFL0650c,GO:0005737
PFL1215c,GO:0006355
PFI0575c,GO:0009405
PF11_0460,GO:0016779
PFF1125c,GO:0020014
PFD1035w,GO:0016491
PFL2545c,GO:0006512
PF14_0707,GO:0005622
MAL13P1.22,GO:0003910
PFE1450c,GO:0020011
MAL8P1.26,GO:0065002
PF14_0622,GO:0015269
PFL1125w,GO:0004012
PF11_0298,GO:0003923
PF13_0080,GO:0003721
PFE0965c,GO:0016020
PF08_0140,GO:0009405
PFL2280w,GO:0005524
PFD0685c,GO:0051276
PF08_0071,GO:0004784
PF14_0045,GO:0043657
MAL13P1.135,GO:0016192
PF10_0063,GO:0003677
PF11_0209,GO:0005737
PFA0670c,GO:0030430
PFI0860c,GO:0003676
PFC0330w,GO:0006810
PF14_0417,GO:0042623
PF14_0599,GO:0016020
PF11_0435,GO:0009405
PFC0775w,GO:0005622
PFE0875c,GO:0070569
PF10_0165,GO:0003677
PFI0325c,GO:0005634
PFI0810c,GO:0010564
PF13_0218,GO:0005887
PF13_0121,GO:0006099
PFI0355c,GO:0016887
PFD0125c,GO:0020013
PFF0655c,GO:0030117
PFA0180w,GO:0005524
PF13_0226,GO:0070258
PF11_0290,GO:0030286
PFA0460c,GO:0015631
PFD0095c,GO:0016020
MAL8P1.150,GO:0005524
PF11_0020,GO:0020002
PFF0900c,GO:0006508
PF14_0394,GO:0005524
MAL13P1.299,GO:0016020
PF11_0371,GO:0005737
PFI1630c,GO:0016020
PF14_0177,GO:0005515
MAL8P1.26,GO:0008270
PFL0585w,GO:0016887
PF08_0074,GO:0003677
PF11_0330,GO:0005634
PFE0765w,GO:0046854
MAL8P1.108,GO:0008287
PFD0245c,GO:0005524
PFE0065w,GO:0015031
PF08_0097,GO:0006810
PF10_0266,GO:0005634
PF13_0228,GO:0005622
PF14_0494,GO:0042254
MAL13P1.194,GO:0016020
MAL8P1.154,GO:0005737
PF14_0289,GO:0006412
PFE0830c,GO:0005525
MAL7P1.223,GO:0020013
NA,GO:0006631
PF10_0004,GO:0020003
MAL8P1.124,GO:0020011
PFL1790w,GO:0016925
PF11_0437,GO:0005622
PFL1395c,GO:0016020
PFF1265w,GO:0008152
PFI0540w,GO:0006412
PFL2230c,GO:0008173
PFL1875w,GO:0008076
PF14_0312,GO:0016020
MAL13P1.33,GO:0046872
PFD0460c,GO:0004766
PF10_0332,GO:0006412
PF14_0664,GO:0046872
MAL13P1.327,GO:0003735
PF11_0117,GO:0005663
PF10_0184,GO:0005737
PF08_0107,GO:0016337
MAL7P1.78,GO:0006367
PF13_0229,GO:0006099
PF11_0386,GO:0015935
PF14_0477,GO:0005786
PF10_0393,GO:0020013
PFL2300w,GO:0000214
PF08_0085,GO:0004842
PFD0065w,GO:0016020
PFI1750c,GO:0005737
PFL0160w,GO:0005789
PFD0380c,GO:0005634
PFD0495c,GO:0044164
PF14_0132,GO:0005622
PF14_0094,GO:0006413
PFD0265w,GO:0030623
PFD1050w,GO:0005198
PF14_0441,GO:0016020
PFD0305c,GO:0005524
MAL8P1.205,GO:0007155
PF10_0307,GO:0000077
PF14_0227,GO:0006468
MAL13P1.253,GO:0005732
MAL13P1.146,GO:0006196
MAL8P1.43,GO:0005732
PFI1355w,GO:0005634
PFI1780w,GO:0020036
PF11_0466,GO:0055085
PFB0805c,GO:0030131
MAL13P1.36,GO:0005737
PFL1070c,GO:0006457
PFA0765c,GO:0020030
PFI1110w,GO:0006542
PFI0915w,GO:0000166
PF14_0141,GO:0006412
PFA0640c,GO:0004386
PF14_0068,GO:0008168
PF13_0233,GO:0005886
PFL2375c,GO:0010038
PFL1650w,GO:0004386
PFF0145w,GO:0005737
MAL8P1.42,GO:0008270
PFL1300c,GO:0016979
PFD0755c,GO:0005739
PFA0310c,GO:0046872
PFF0670w,GO:0006355
PF11_0025,GO:0016021
PFL0210c,GO:0006413
PFF0115c,GO:0020011
PFD1235w,GO:0016021
PF10_0366,GO:0005471
PFE1390w,GO:0004004
PF10_0238,GO:0005524
PFF1200w,GO:0031514
PF14_0561,GO:0005634
PF14_0177,GO:0003678
PFB0245c,GO:0003899
PFB0985c,GO:0020036
PF13_0137,GO:0006541
PFD0250c,GO:0006886
NA,GO:0020036
MAL7P1.7,GO:0005634
PFI0520w,GO:0005885
PF13_0188,GO:0005737
NA,GO:0005737
PFL1245w,GO:0005737
PFD0995c,GO:0009405
PFI0285w,GO:0003677
PF11_0189,GO:0046872
PFB0020c,GO:0016020
MAL13P1.31,GO:0008173
PFI0165c,GO:0003676
PF13_0003,GO:0020035
PFE0560c,GO:0020005
PF11_0412,GO:0015991
MAL8P1.151,GO:0004437
PFL0330c,GO:0006383
MAL7P1.104,GO:0000178
PF08_0106,GO:0050839
PF10_0310,GO:0005581
PFL0205w,GO:0008270
PF14_0255,GO:0016021
PFA0495c,GO:0005525
PFL0540w,GO:0006486
PFL0055c,GO:0030430
PF07_0029,GO:0006457
PF10_0299,GO:0000408
PFL1010c,GO:0005634
MAL7P1.159,GO:0016491
PFB0710c,GO:0016020
PFI0955w,GO:0055085
PFC1030w,GO:0016021
PFA0680c,GO:0042000
NA,GO:0008033
PFB0015c,GO:0020013
PFE1100w,GO:0003899
PF07_0098,GO:0007018
MAL13P1.19,GO:0004674
PF10_0341,GO:0001522
PF10_0150,GO:0008235
PFF1500c,GO:0032508
MAL13P1.205,GO:0006913
PF14_0029a,GO:0016020
MAL13P1.171,GO:0020011
PF14_0408,GO:0004672
PFE1075c,GO:0005634
NA,GO:0000304
PF14_0588,GO:0016020
PF14_0715,GO:0005737
PF14_0210,GO:0016874
PF11_0099,GO:0051082
MAL7P1.174,GO:0016740
PFB0995w,GO:0016020
PF11_0520,GO:0020013
PF14_0439,GO:0030145
PF11_0212,GO:0020011
PF10_0132,GO:0006644
PF13_0262,GO:0005737
PFI1790w,GO:0005886
PF14_0792,GO:0005737
PFB0850c,GO:0020011
PF13_0334,GO:0006974
PF14_0498,GO:0016887
PF11_0437,GO:0022625
PF14_0170,GO:0030014
PFE0970w,GO:0016021
PF14_0439,GO:0006508
PFL0250w,GO:0016020
PF11_0281,GO:0004725
PFE0230w,GO:0005813
PFB0923c,GO:0020011
PF14_0215,GO:0004842
PFL2040w,GO:0031514
PF14_0571,GO:0005886
PFF0380w,GO:0006817
MAL13P1.37,GO:0005737
PFD0690c,GO:0005737
PFD1215w,GO:0005737
MAL8P1.140,GO:0006508
MAL7P1.38,GO:0003682
NA,GO:0003735
PFL1445w,GO:0005097
PF07_0134,GO:0020036
PFC0785c,GO:0005838
PFD0462w,GO:0009408
PFD1210w,GO:0004823
PF14_0584,GO:0019843
PF13_0102,GO:0051082
PF11_0483,GO:0042127
PFB0405w,GO:0009405
PFC0255c,GO:0004842
PFD0335c,GO:0003723
PF14_0351,GO:0005634
PF11_0286,GO:0003756
PF14_0057,GO:0006396
MAL7P1.21,GO:0005664
PF14_0280,GO:0019211
PFL0935c,GO:0009405
PFE1525w,GO:0004714
PFI0355c,GO:0005737
PF14_0624,GO:0005737
PFE0840c,GO:0006355
PFL2475w,GO:0005524
PFD0462w,GO:0020011
PFI0665w,GO:0016020
PFE0605c,GO:0006750
PF14_0254,GO:0030983
MAL13P1.390,GO:0004047
PF14_0602,GO:0003887
PFF1075w,GO:0005773
MAL13P1.134,GO:0003677
PFE1410c,GO:0005634
MAL13P1.49,GO:0020011
PFF1045w,GO:0004672
PF11_0207,GO:0005737
PF10_0002,GO:0020013
NA,GO:0016020
PF10_0104,GO:0006493
PF13_0350,GO:0005525
PFL1925w,GO:0005739
PF14_0236,GO:0005634
PFI0065w,GO:0020036
PF10_0122,GO:0071704
MAL13P1.390,GO:0006546
PF13_0120,GO:0005516
PF11_0088,GO:0005737
PFC0465c,GO:0006397
MAL7P1.56,GO:0016021
PFB0635w,GO:0006457
PFL0565w,GO:0005634
NA,GO:0005524
PF10_0128,GO:0006364
PFD0630c,GO:0016337
PF14_0280,GO:0051721
PFA0105w,GO:0020036
PF11_0333,GO:0006810
PFE0470w,GO:0006974
PF13_0262,GO:0006430
PF11_0524,GO:0000398
PFB0560w,GO:0005737
MAL13P1.117,GO:0008270
PFL1425w,GO:0005832
PFI1740c-a,GO:0020036
PFF0345w,GO:0005525
PF08_0066,GO:0006086
PFD1155w,GO:0004872
PFD0780w,GO:0070681
PFL0625c,GO:0006413
PF10_0144,GO:0016020
PF14_0259,GO:0005737
PFF1345w,GO:0008536
PF08_0043,GO:0005634
MAL13P1.290,GO:0000785
MAL13P1.500,GO:0020036
PFE0670w,GO:0016021
PFF0170w,GO:0055085
MAL13P1.51,GO:0005886
PF11_0050,GO:0009055
MAL8P1.49,GO:0005634
PF14_0516,GO:0004674
PF13_0286,GO:0006364
PFL0455c,GO:0003989
PFA0095c,GO:0020002
PF08_0142,GO:0020033
PF14_0367,GO:0020011
PFL1590c,GO:0006414
PFE0265c,GO:0005524
PFF0665c,GO:0009306
PFC0200w,GO:0005840
PFD0785c,GO:0042254
PFI1120c,GO:0006412
MAL13P1.112,GO:0006508
PFC0105w,GO:0006468
MAL8P1.97,GO:0016021
PF10_0165,GO:0043625
PF14_0615,GO:0046872
PFA0005w,GO:0020030
PFB0890c,GO:0009982
PF10_0089,GO:0004519
PFE1390w,GO:0003676
MAL7P1.151,GO:0006306
PFC0125w,GO:0016021
MAL7P1.187,GO:0009405
MAL13P1.95,GO:0022900
PF10_0396,GO:0020003
PFL2165w,GO:0003777
PFL1450c,GO:0055028
PFC0550w,GO:0030433
MAL13P1.171,GO:0016020
PF10_0175,GO:0001522
PF14_0422,GO:0016787
PF13_0053,GO:0008270
PF11_0087,GO:0003677
MAL13P1.130,GO:0070258
PFL1670c,GO:0015031
NA,GO:0000287
PFL0635c,GO:0005634
PFA0455c,GO:0016021
PF10_0369,GO:0005524
PFE0520c,GO:0003917
PFE1420w,GO:0051693
PF14_0027,GO:0003735
PFB0410c,GO:0006629
PF14_0391,GO:0003723
PF14_0725,GO:0007018
PF11_0469,GO:0006367
PF11_0330,GO:0000166
PFE1025c,GO:0006355
MAL8P1.11,GO:0006412
MAL13P1.316,GO:0006897
PF11_0427,GO:0005783
PF08_0127,GO:0032040
PF10_0062,GO:0005634
PFB0720c,GO:0006260
PF14_0271,GO:0003700
MAL13P1.88,GO:0032777
PF10_0365,GO:0020011
PFE0400w,GO:0005634
MAL7P1.202,GO:0008283
PFI0985c,GO:0051259
MAL7P1.127,GO:0005524
PF13_0330,GO:0005515
PF14_0427,GO:0005840
PF11_0089,GO:0005516
PFD0540c,GO:0005524
PFD0025w,GO:0020013
PFD0230c,GO:0006508
PF11_0512,GO:0016020
NA,GO:0016020
PFB0970c,GO:0005576
PF14_0517,GO:0042803
PFL0130c,GO:0005739
PF11_0072,GO:0003735
PF13_0288,GO:0003743
PFC0770c,GO:0005871
PFC0900w,GO:0051082
NA,GO:0003676
PFL1855w,GO:0003723
PFD0030c,GO:0020003
PF10_0177a,GO:0005509
PF14_0531,GO:0005737
PF07_0029,GO:0005515
NA,GO:0020011
PF11_0462,GO:0007275
PF10_0330,GO:0004842
MAL13P1.2,GO:0020002
MAL8P1.78,GO:0005737
PFI0315c,GO:0003777
MAL13P1.76,GO:0005634
PFB0465c,GO:0015718
PF14_0289,GO:0005840
PF14_0252,GO:0005516
PFF0015c,GO:0020033
PFI1765c,GO:0033644
PFD0615c,GO:0020035
PFL0355c,GO:0005737
PFB0505c,GO:0020011
MAL8P1.64,GO:0004519
PF14_0230,GO:0005739
PFC0825c,GO:0006378
PF07_0037,GO:0001104
PF14_0374,GO:0006355
MAL13P1.186,GO:0016114
PFF1475c,GO:0005737
MAL13P1.345,GO:0008270
PF11_0071,GO:0003678
NA,GO:0009055
PFL1670c,GO:0020011
PF07_0033,GO:0006457
PFB0585w,GO:0030163
PFI0530c,GO:0016779
PF10_0133,GO:0005737
PFF0690c,GO:0055085
PF10_0084,GO:0003924
PFD0360w,GO:0008270
PFF1510w,GO:0030430
PFI0570w,GO:0003924
PF14_0403,GO:0018342
PF13_0144,GO:0055114
PF14_0035,GO:0003743
PFB0115w,GO:0005634
NA,GO:0005737
MAL13P1.152,GO:0005737
PFL2035c,GO:0016021
PF10_0175,GO:0003723
PF14_0717,GO:0005737
PFD0750w,GO:0045292
PFL0145c,GO:0008301
PF10_0395,GO:0020036
PF08_0055,GO:0034457
PFB0205c,GO:0006350
PF11_0200,GO:0003723
PFB0770c,GO:0005509
PFI1750c,GO:0016020
PF07_0034,GO:0005743
PF14_0683,GO:0003697
PFD1090c,GO:0030133
PFI1635w,GO:0005200
PFL1870c,GO:0004767
PF13_0269,GO:0004370
MAL13P1.51,GO:0005515
PFC0635c,GO:0016281
PF11_0328,GO:0020011
PF14_0174,GO:0001522
PFI0130c,GO:0016020
PF14_0696,GO:0020011
PFL1150c,GO:0022625
PFL1420w,GO:0005737
PF11_0229,GO:0016255
PF11_0203,GO:0005524
PFI0920c,GO:0050660
MAL13P1.82,GO:0016020
NA,GO:0020011
PF13_0203,GO:0006410
PFE0835w,GO:0006511
PFE0075c,GO:0020008
PF14_0427,GO:0005622
MAL13P1.222,GO:0016021
PFI1835c,GO:0005506
PFF1275c,GO:0004315
PFE0215w,GO:0004386
PFE1245w,GO:0005634
PFL2505c,GO:0020008
PF11_0200,GO:0005634
PFD0790c,GO:0003677
PF07_0066,GO:0006397
NA,GO:0006423
PF10_0285,GO:0006810
PFL2245w,GO:0005047
PF14_0169,GO:0003676
PF14_0194,GO:0000398
MAL13P1.164,GO:0005622
PF14_0083,GO:0006412
MAL8P1.8,GO:0019538
PFI1475w,GO:0035891
PF14_0304,GO:0005737
PF14_0714,GO:0005793
PFC0420w,GO:0005509
PFL2475w,GO:0030687
PFB0525w,GO:0004816
MAL13P1.385,GO:0046540
PFL0005w,GO:0016021
PFA0225w,GO:0046872
PFA0570w,GO:0003743
MAL7P1.111,GO:0005737
PFI0880c,GO:0070258
MAL7P1.97,GO:0016020
PF14_0242,GO:0016274
PF10_0053,GO:0005524
PF08_0032,GO:0000166
PF14_0451,GO:0005840
PF11_0303,GO:0000502
PF14_0540,GO:0005737
PF11_0238,GO:0016020
PF11_0048,GO:0019887
NA,GO:0017176
PF11_0097,GO:0006099
PFB0955w,GO:0016020
PF13_0214,GO:0003746
PFF0925w,GO:0005737
PFD0985w,GO:0003700
PF10_0368,GO:0005794
PFI1505c,GO:0003924
MAL13P1.360,GO:0016020
PFF1225c,GO:0006261
PF11_0464,GO:0004674
PFC0935c,GO:0003975
PFF0810c,GO:0007264
PF08_0128,GO:0000413
PF14_0209,GO:0016020
PFB0870w,GO:0016020
PF14_0730,GO:0044538
PF14_0218,GO:0007010
MAL13P1.221,GO:0006520
PFC0556c,GO:0016021
PFD0535w,GO:0003677
PF14_0346,GO:0005737
PF13_0304,GO:0003746
PFA0010c,GO:0020036
PFI0265c,GO:0020008
PF10_0175,GO:0009982
PFL1405w,GO:0016020
PF11_0146,GO:0016021
MAL8P1.27,GO:0005739
MAL13P1.267,GO:0006468
PF14_0344,GO:0097619
MAL13P1.11,GO:0046933
MAL7P1.141,GO:0020011
PF14_0296,GO:0022627
PFL2330w,GO:0016255
NA,GO:0016849
PFC0420w,GO:0004683
MAL8P1.108,GO:0005737
MAL13P1.47,GO:0015986
PFL1295w,GO:0020011
MAL13P1.140,GO:0005737
PF07_0050,GO:0020013
PFI0480w,GO:0004004
MAL13P1.43,GO:0000166
PF11_0050,GO:0005739
PFD0735c,GO:0005886
PF14_0746,GO:0016020
PFC0065c,GO:0020011
PF14_0622,GO:0006813
PFI0975c,GO:0003700
PFL1990c,GO:0006350
PFL1295w,GO:0005634
PFE0505w,GO:0000413
PF08_0020,GO:0034450
PF11_0165,GO:0004197
PFF0120w,GO:0018344
PF14_0075,GO:0042540
PFL1545c,GO:0005737
PF11_0258,GO:0005759
PFE0830c,GO:0005634
PFL0465c,GO:0003677
PFI1010w,GO:0003779
PFL1955w,GO:0009405
PFF0705c,GO:0005525
PF08_0141,GO:0020033
PF08_0089,GO:0005634
PF13_0202,GO:0005737
PF11_0218,GO:0003774
PFE0065w,GO:0020036
PFF1385c,GO:0043967
PFD0795w,GO:0006348
PFC0261c,GO:0008270
NA,GO:0006413
PF14_0768,GO:0020033
PFD0060w,GO:0020003
PFD0630c,GO:0016021
PF08_0077,GO:0008446
PFB0370c,GO:0006364
PFE0155w,GO:0005524
PFL1990c,GO:0005634
PF10_0233,GO:0020011
PFE0290c,GO:0006457
PFF1190c,GO:0006506
PFD0400w,GO:0003774
PFI0260c,GO:0007018
PF10_0243,GO:0016020
PFI0810c,GO:0020011
PFL2295w,GO:0006364
PFF1220w,GO:0006351
PFI0880c,GO:0043495
PF07_0048,GO:0009405
MAL13P1.380,GO:0016021
PFC1010w,GO:0005634
MAL7P1.88,GO:0045454
NA,GO:0019236
PFE0370c,GO:0044311
PFE1265w,GO:0004930
PF14_0169,GO:0005737
PFE0405c,GO:0005783
PFC0885c,GO:0005506
PF10_0272,GO:0005622
MAL8P1.12,GO:0016459
PFL1815c,GO:0005737
PF07_0125,GO:0001522
PFF0170w,GO:0016021
MAL13P1.124,GO:0007049
PFF0840w,GO:0006810
PF14_0086,GO:0050660
PFL1315w,GO:0020002
PF14_0367,GO:0005524
PFF1465w,GO:0000166
PF08_0010,GO:0005634
PFL1590c,GO:0003746
MAL13P1.235,GO:0016021
PFE0865c,GO:0005634
PFL0185c,GO:0006334
PFL0040c,GO:0006468
PFE0370c,GO:0020003
PFI0655c,GO:0005737
PF07_0049,GO:0020035
PF10_0173,GO:0005737
PFB0300c,GO:0046658
PF10_0080,GO:0005739
PF10_0141,GO:0005634
PF10_0079,GO:0005634
PF07_0035,GO:0003677
PFI0975c,GO:0003779
PF13_0107,GO:0008033
MAL13P1.51,GO:0007264
PF10_0232,GO:0005524
PF10_0273,GO:0016409
PF11_0381,GO:0006508
PF10_0168-a,GO:0005794
PF10_0168-b,GO:0005794
PF11_0479,GO:0000166
PFD1055w,GO:0022627
PF14_0401,GO:0004812
NA,GO:0008233
PFB0195c,GO:0005524
PFE0320w,GO:0003774
PF13_0153,GO:0005737
PFL0570c,GO:0005840
MAL7P1.75,GO:0046933
PFF0695w,GO:0006397
MAL13P1.201,GO:0005737
PFB0810w,GO:0003911
PF14_0441,GO:0020011
PFL2440w,GO:0005524
PF07_0055,GO:0005737
PF14_0126,GO:0005524
PFL1865w,GO:0003774
PF11_0414,GO:0043565
PFA0225w,GO:0020011
PF11_0158,GO:0005634
PF10_0331,GO:0016020
PFI0120c,GO:0006468
PFL1780w,GO:0016458
PF10_0229,GO:0005524
PFL0780w,GO:0004367
PF14_0735,GO:0051082
PF11_0400,GO:0005634
PFE0435c,GO:0005515
PF08_0104,GO:0020003
PFB0755w,GO:0006468
PFE0975c,GO:0003735
PF14_0539,GO:0006412
PFL1130c,GO:0005737
PF13_0262,GO:0004824
PFL0020w,GO:0020035
MAL8P1.76,GO:0000794
NA,GO:0043087
PFI0625c,GO:0016779
PFD1100c,GO:0005737
PF13_0232,GO:0005634
PFE0765w,GO:0016303
PF13_0173,GO:0003924
PFL1115w,GO:0005635
PF10_0371,GO:0005874
MAL8P1.35,GO:0003676
PFL1075w,GO:0006355
PFC0825c,GO:0003729
MAL8P1.125,GO:0004831
MAL8P1.53,GO:0005525
PF11_0147,GO:0000165
PF14_0529,GO:0008565
PF14_0008,GO:0020033
PFI0765w,GO:0005737
MAL13P1.59,GO:0006350
PFB0985c,GO:0042000
PF13_0205,GO:0004830
PFL1225c,GO:0016021
PFC0710w-a,GO:0006796
PFC0710w-b,GO:0006796
PF10_0289,GO:0004000
PFC0695w,GO:0005524
PFI1475w,GO:0009405
PF10_0274,GO:0008168
PFL2565w,GO:0016740
PFB0500c,GO:0007264
PFI0075w,GO:0020036
PFF0450c,GO:0006810
PFE0805w,GO:0006812
PF11_0303,GO:0004175
PFC0525c,GO:0005524
PFE0160c,GO:0003676
PFB0805c,GO:0030122
MAL7P1.15,GO:0006817
PF14_0527,GO:0006298
PFE1200w,GO:0005634
PF14_0131,GO:0005622
PFB0770c,GO:0004872
PFF0175c,GO:0003677
MAL13P1.60,GO:0020009
PFE0350c,GO:0003735
PF10_0041,GO:0003924
PFE1225w,GO:0003735
MAL13P1.237,GO:0003677
PFB0750w,GO:0006904
PF14_0448,GO:0015935
MAL13P1.22,GO:0071897
PF14_0125,GO:0050983
PFF0485c,GO:0016409
MAL7P1.340,GO:0045263
PFI1220w,GO:0005874
PFI0610w,GO:0006350
PF14_0241,GO:0005667
MAL13P1.161,GO:0020011
PF13_0149,GO:0006333
PFL2665c,GO:0050839
PF11_0426,GO:0005524
PF11_0326,GO:0005509
PF10_0292,GO:0003677
PF11_0199,GO:0006457
PFI0230c,GO:0020011
PF11_0465,GO:0031965
PFE0860c,GO:0016021
PF08_0095,GO:0003848
PF14_0678,GO:0005515
PFI1280c,GO:0004672
PFF0210w,GO:0005737
PFL1810w,GO:0016787
PF10_0329,GO:0004190
PF10_0106,GO:0004672
PF14_0346,GO:0019898
PFL1540c,GO:0005737
PF10_0398,GO:0020036
PF13_0277,GO:0003779
PF14_0511,GO:0005829
PF13_0152,GO:0005515
PF10_0106,GO:0006468
PF10_0187,GO:0005622
MAL13P1.50,GO:0009234
PFC0416w,GO:0003735
PFF0385c,GO:0000287
PFF1325c,GO:0008270
PFD0635c,GO:0020030
PFI1215w,GO:0000398
PFL1090w,GO:0005515
PF13_0157,GO:0000105
PFL1525c,GO:0003676
PF10_0362,GO:0019985
PFF1355w,GO:0006364
MAL7P1.32,GO:0000715
PFB0605w,GO:0005524
PFL1905w,GO:0005634
PFC0395w,GO:0004066
PF07_0105,GO:0006310
MAL13P1.230,GO:0030286
PFC0635c,GO:0005515
PFD0295c,GO:0046658
MAL7P1.217,GO:0020033
PF13_0347,GO:0005737
PFC0120w,GO:0050839
PF10_0136,GO:0005851
PF08_0030,GO:0006355
PF13_0098,GO:0005737
NA,GO:0006914
PF14_0053,GO:0006260
PFL0710w,GO:0016787
PFB0435c,GO:0005328
PFB0360c,GO:0008234
PFD0660w,GO:0005737
PFL1835w,GO:0016020
PF14_0238,GO:0000166
PF14_0781,GO:0005737
MAL7P1.77,GO:0008270
PFI1010w,GO:0020011
MAL13P1.238,GO:0016021
PF10_0253,GO:0005524
PFE0205w,GO:0005524
PFE0585c,GO:0008654
PF14_0655,GO:0016281
PFL1180w,GO:0031497
MAL7P1.320,GO:0005622
PF14_0677,GO:0006396
PFB0895c,GO:0003689
PFB0795w,GO:0005524
PFC0235w,GO:0005524
NA,GO:0005840
PFE0140c,GO:0045039
PF13_0218,GO:0055085
PF10_0199,GO:0005634
PFE0510c,GO:0070258
PF11_0074,GO:0003676
PFD0790c,GO:0008094
PFE0810c,GO:0022627
PFE1400c,GO:0030131
PFL1960w,GO:0020035
MAL7P1.6,GO:0000166
PF10_0082,GO:0020011
PFE0640w,GO:0005622
PFE0495w,GO:0016020
PFL1340c,GO:0005737
PF14_0654,GO:0000287
PF11_0483a,GO:0004660
PF11_0224,GO:0020005
PFE0780w,GO:0016020
PFI1140w,GO:0055114
PF13_0355,GO:0016021
PF13_0222,GO:0006397
PFF1170w,GO:0016020
PFF0285c,GO:0000014
PFI0705w,GO:0005737
PF07_0138,GO:0020013
PF11_0008,GO:0050839
PFE0740c,GO:0008440
PFI0020w,GO:0020013
PF14_0692,GO:0016021
NA,GO:0003735
PF14_0630,GO:0005634
PF11_0233,GO:0003677
PFI0640c,GO:0005737
MAL7P1.217,GO:0020002
PFE1520c,GO:0016020
PF11_0087,GO:0005524
PF10_0340,GO:0006431
PF11_0462,GO:0016459
PF13_0060,GO:0005737
PFE0390w,GO:0005886
PF10_0254,GO:0003779
MAL13P1.23-a,GO:0016020
MAL13P1.23-b,GO:0016020
PFE0450w,GO:0051276
NA,GO:0031338
PFL2055w,GO:0022627
PF14_0009,GO:0005524
MAL13P1.185,GO:0005524
PFE0005w,GO:0009405
