PlasmoDBID	5-Fluorouracil	Proguanil	MMS	Artemisinin	Doxycycline	Atovaquone	Chloroquine	Chloramphenicol	Tafenoquine	Methotrexate	Geldanamycin	Rapamycin	E-64	Nelfinavir	Epoxomicin	Cerulenin	PPMP	z-Val-Asp	Fosmidomycin	Apicidin	JQ1	Dideoxyadenosine	Curcumin	Olomucine	Fenofibrate	SJ140722	SJ119930	SJ194935	SJ292024	SJ77572	Vincristine
PFF0540c	0.986154954	0.903113785	1.216151375	0.862883921	0.910812852	1.060393745	0.920815286	1.116578536	0.980629309	0.875488785	1.005298461	0.710604365	1.152961837	0.979427516	1.548063514	1.10770993	0.915697116	0.950646411	0.916900179	1.01579143	1.048745318	0.783970581	2.508052436	0.949967043	0.827500888	1.077622552	1.072979982	1.04479026	0.826479953	1.169318502	0.899190493
MAL8P1.61	0.969880227	0.919473744	1.32631702	0.984795128	1.125955685	0.967228357	1.104235121	0.782369796	1.038160209	0.913114816	0.958378671	0.904245147	1.132844299	1.139482535	0.912965095	0.987678922	0.94127111	1.099529999	1.052662201	1.030264755	0.994581837	1.220876775	1.286162301	1.036259694	0.905228276	1.207412602	1.257972639	1.120389394	0.853419714	1.088971849	1.076009616
PF13_0193	0.988154736	1.057050452	1.196661234	0.975199413	0.978679008	0.980807835	1.044545816	0.964251225	1.020522853	0.958111074	0.944045673	0.745886818	1.024048581	1.026646907	0.980121747	1.261783139	1.009294489	0.985211909	0.979068981	1.116771797	1.036430384	1.05409318	1.820630908	1.051953528	0.862652584	1.136631867	1.191915366	1.088855329	0.869890852	1.030176804	0.952059451
PFB0365w	1.029318998	0.978641175	0.919083647	0.980554527	1.03463236	1.093137111	1.068064946	0.914680511	1.070724399	1.002920916	0.971353089	1.067729857	1.057226339	1.04189779	1.133154519	0.877395009	1.002567791	0.873752899	0.933076841	0.955558629	1.149037999	1.114304787	0.980332889	1.086259663	1.028745811	1.105091486	1.362952033	1.171956947	0.745871943	1.31056411	1.268070485
PFF1265w	1.004204111	1.012076539	0.900325976	0.958753683	0.87056292	1.059686081	1.167141952	0.928090867	1.037146845	1.078794844	0.887502474	1.214466132	1.641489242	0.982534755	0.788951461	0.742341007	0.918026495	0.719440784	0.794019925	1.101701272	1.076215414	1.366126691	0.560027049	1.128491238	1.096655292	1.110787899	1.475450805	1.254595342	0.693184948	1.416485983	1.340821269
MAL7P1.203b	0.900677466	1.003439651	1.197198831	1.017472699	0.952414678	1.356412069	1.132689128	0.709421889	1.152544526	0.990321996	0.996768955	1.335443364	1.190885687	0.910847612	0.822870486	0.665912762	0.873393794	0.662747936	0.784876322	0.99515174	1.1164132	1.13820824	1.083114602	0.748866605	1.286106523	1.199977926	1.398401406	1.261637825	0.697690158	1.347926975	1.395062459
MAL8P1.22	1.100411848	0.928160754	1.005128486	1.029538092	0.900166803	1.007069004	1.101912738	0.899534862	1.049642129	1.028882006	0.917894276	0.906264308	1.195015763	1.077902578	1.149417904	0.857365682	0.950798779	0.857170364	0.982780096	1.03854531	1.019401527	0.99176883	1.614652824	0.916024666	0.915080663	1.201606384	1.380401375	1.233227069	0.698358567	1.254201589	1.112595307
PFB0075c	1.018214372	1.502059994	0.845823534	1.040017915	1.129722738	1.130057814	1.007869984	0.637332677	0.781242028	1.017528621	0.828193868	1.033974057	1.127879211	1.003043112	0.942681422	0.65580442	1.054611828	1.128566626	1.092770399	1.077072339	1.324707887	0.702601006	0.085281503	0.71064633	1.56123411	1.385070538	2.180360369	1.536719609	0.168457437	1.486627203	1.123684804
MAL13P1.365	1.054016982	0.946366498	1.215791073	1.086854423	1.110056893	1.055172536	1.028052032	0.748839801	1.040583349	0.985386051	0.991057119	1.121963144	1.172255005	1.142217874	0.985960443	0.760232531	0.950578492	0.875508588	0.817180115	1.008477675	1.01334939	1.083803001	1.703900756	0.845783188	1.002845934	1.135703624	1.196402148	1.131184795	0.898267531	1.129991538	1.080627241
MAL13P1.21	1.007669867	0.970876906	0.769103144	1.003827814	1.142962112	1.116325222	1.138577333	0.940815014	1.165457614	0.945486617	0.964792046	1.131813682	0.979380019	1.112062299	0.837805771	0.994268465	1.017722035	0.989339572	1.029884435	0.993947283	1.076512062	1.209859949	1.155957777	1.027649788	0.961347635	1.117505038	1.389480297	1.198695146	0.847874129	1.123420927	0.95639185
PF04TR001	1.042404291	0.957612281	0.766160079	1.117183925	0.931725908	1.097624978	1.163813815	0.796777605	1.05408937	1.258562332	0.9727982	1.294245178	1.448063023	1.101708182	0.922747147	0.753397041	0.653071855	0.554783533	0.573198295	1.05578045	0.968794953	1.377569567	1.061371141	0.934773852	1.409482717	1.052973404	1.144896406	1.11644528	0.828052552	1.399096224	1.507303716
PF14_0665	1.103695487	0.889401898	1.104872529	0.99690428	1.01365813	1.031533596	1.033506902	0.760931122	1.087381647	1.017404997	0.884168818	0.760869343	0.790821274	0.883546617	1.096313324	1.261717753	1.290448382	1.131136065	1.032584084	0.98810058	1.030314768	1.087889833	1.588424158	1.019605096	0.7361919	1.099906443	1.471605572	1.24483281	0.64430465	1.298178973	0.934757078
PF11_0257	1.049171043	0.925834609	1.072043019	0.954962911	1.063061897	0.988713217	1.0649165	0.91212329	1.10524894	0.986177712	0.932016792	1.159271776	1.135635648	1.243250206	0.831657822	0.949503904	0.965390866	0.903184093	0.935532268	0.969903321	1.024320423	1.219596857	0.776243617	1.217405567	1.209269099	1.158700062	1.253709223	1.11600862	0.832061466	1.183410845	1.174792494
NON_CODING_00013	0.883044591	0.624736758	0.98907279	0.853539098	0.936368995	1.058528799	1.024632636	1.562667183	0.780961915	0.746311452	1.009882226	0.483142301	0.888535924	1.072022736	1.655673619	1.293674457	0.82942417	0.759541678	0.690588413	0.966916224	0.934232302	0.621454637	4.568496632	0.963090599	0.778125176	1.089411216	1.034071979	1.001251093	0.70326416	0.764683263	0.743984898
PF11_0368	1.125394383	0.999590914	1.124060419	1.115543442	0.987402667	0.986445816	1.147893553	0.729042744	1.034709404	1.034798294	0.965245742	0.891097563	0.858965682	1.018064591	1.070862048	1.076228022	0.954449715	0.982904413	0.939416903	1.042837234	0.946897776	0.932659749	1.961811865	1.061655761	0.956052884	1.063886605	1.29447817	1.109362294	0.793192522	1.032256286	1.070469486
PFA0455c	0.997035592	0.959627374	1.144233081	0.888302392	0.942624814	1.056984469	1.089204571	0.900822463	1.023699713	1.028484211	0.911446257	0.912183439	0.997526219	1.049655375	1.164110461	1.042472963	0.927889809	1.099926177	0.977304217	1.008906272	1.043965122	1.030450231	1.279378897	1.092907869	1.146648402	1.165684419	1.318901215	1.113832446	0.749874534	1.159240299	1.082093021
PF14_0232	1.040173611	1.009701991	0.928044197	1.073639463	0.990757006	1.067168275	1.130003101	0.820413276	1.071943475	1.025540159	0.980232295	0.740985979	1.205785223	0.89223577	1.301182882	1.012748433	0.91718684	0.900420676	0.940566588	0.95537964	0.990488467	0.974291342	1.794935056	0.926061768	0.900229035	1.051790494	1.34006267	1.188903407	0.783419669	1.166958586	1.178564176
MAL8P1.84	0.978361223	0.942819211	0.959343144	0.967564865	0.936336479	1.02486501	1.068121927	1.107373689	0.981844887	0.964194154	0.979005396	1.094838477	0.939985421	0.939180393	1.021604418	0.92020622	0.99072084	0.918349783	0.926622289	1.070428613	1.12907634	1.333320595	1.544791374	0.946030437	1.02036263	1.083806208	1.30752779	1.149691153	0.726391588	1.291977654	1.034365194
PFE1175w	0.932683119	1.008297456	1.526597962	1.066799761	1.037362416	0.884988798	0.943720867	0.871239931	1.003445738	0.994315628	1.085570927	1.036285812	1.555358342	1.007078988	1.05989621	0.929246103	0.825666324	0.76325408	0.760694637	0.971757125	1.172554773	0.856442714	1.057410602	0.910799465	1.16603172	0.980401151	1.371530128	1.176824839	0.670281363	1.537336946	1.125649924
PFI0400c	1.026723997	0.914748726	1.215532714	1.086928009	0.804347317	1.03009489	1.019421692	0.88409347	1.073065719	1.022040982	0.953757301	1.284396888	1.478221411	0.951316877	0.965641399	0.495752164	0.999833849	0.761081238	0.87370248	1.002580776	1.134056267	1.490021096	0.65878003	0.783809455	1.04676252	1.126642559	1.394572916	1.218347895	0.697926136	1.490535396	1.404748853
PF11_0073	1.055612622	1.01307353	0.864031028	1.170904279	0.975205947	1.010270669	1.089016102	0.855205414	1.044965304	1.02063622	0.953881039	1.276152013	0.964488567	0.986270351	0.824166165	0.642629082	1.011768826	0.963962622	1.021636578	1.021833032	1.136733291	1.64789989	0.93774985	0.882051178	0.974321977	1.154742357	1.441273302	1.251434208	0.757071327	1.24296991	1.096873652
PFL1755w	0.869502494	1.077237799	1.481918206	0.819877341	1.15071188	1.085005648	0.97551179	0.803432435	1.080891776	0.904754298	0.949935251	0.924631416	1.227873711	1.14059918	1.00823138	1.163711463	0.967887699	1.070038097	0.969409479	1.08743748	1.025408659	0.858234618	1.26814599	0.959918435	1.158426777	1.151841646	1.170984747	1.087569236	0.800557966	1.050182661	0.995120491
PFF1405c	1.031413488	0.892002892	1.071478114	1.009051597	1.047673171	1.020813494	1.200567592	0.740601268	1.027440675	0.999109265	0.939060228	0.99922865	1.395253836	0.962948521	1.144362567	1.000988955	0.810451225	0.735098289	0.69630607	0.961716876	0.99790147	1.19920193	1.141688662	0.928482289	1.232945693	1.070817639	1.377816517	1.261297157	0.746030229	1.310553259	1.326567913
PF11_0141	0.998427806	0.876952601	1.062473926	0.949538449	0.871543089	1.09717896	0.987532348	1.050296707	1.052745304	0.889489124	0.989626464	1.003188109	1.316252245	0.836902567	1.003569117	0.937612278	0.979850173	0.940686728	0.91033775	0.961840715	1.167312829	1.399643159	1.02274643	0.894245707	1.064009908	1.041075731	1.367650793	1.209121915	0.793449078	1.43161196	1.163999419
PFI1460c	0.991512694	1.143712305	0.854967651	0.873574892	0.999383098	1.000735914	1.145354094	0.886117145	1.048917763	0.924806853	0.904912916	0.930657668	1.698182879	1.170147739	0.967991318	1.074076432	0.815685106	0.830308354	0.793830198	1.004851618	1.049516845	0.914358327	0.953519503	1.151869407	1.141762641	1.319878273	1.412865796	1.236373068	0.662095321	1.148100871	1.219997403
PFL1140w	1.026865576	0.927004469	0.779237704	1.04022111	1.043231557	1.14652446	1.042184638	0.88032603	1.162602514	1.011289822	0.992169228	1.123746124	1.268263944	0.815268767	1.010216396	0.752501598	1.022354298	0.913459448	0.951978299	0.944197154	1.167304457	1.192228747	0.824590705	0.861498962	1.083670472	1.028841714	1.51900913	1.269435898	0.756197324	1.537421011	1.173553052
NON_CODING_00064	0.87644115	NA	1.361759943	0.89854844	1.290581702	1.156960565	0.91335649	0.530857151	1.059525771	0.927424939	0.936147458	1.082166346	1.322611414	1.124825554	0.826290349	0.624732376	0.865296311	0.720915811	0.708379993	0.914218865	1.263758005	1.489216216	0.575592621	0.628307883	1.469098095	1.248955616	1.616884619	1.452837049	0.450801987	1.432967931	1.456355915
PFB0600c	1.063890371	0.867630203	1.023795026	0.988625667	0.967551304	1.18836315	1.094400735	0.862318545	1.087426479	1.009592939	1.034684073	1.195151768	1.158548199	1.045265575	0.968052261	0.793581467	0.79783231	0.790389443	0.742435154	0.992109789	1.028105524	1.328098931	1.566914675	0.839145247	1.111272617	1.065827429	1.100023623	1.060516981	0.924343814	1.178254589	1.389999751
PF10_0280	1.054156257	0.934013229	1.222850385	0.955552555	0.925977044	1.026137735	1.056057924	0.872437402	0.971340177	1.033967721	0.966887331	1.065530267	1.341908952	1.053299167	0.964809395	0.856323135	1.020739474	0.930537219	0.914768845	1.085392243	0.999972655	1.28491602	0.950088244	1.161313046	1.038773518	1.05096279	1.175664521	1.096755421	0.866372287	1.132364646	1.253280177
PF14_0752	0.971583602	0.857200642	1.135982379	0.972990347	0.943241164	1.157362469	1.19901395	0.795617309	1.106837641	0.968197618	1.058394519	0.666733732	1.188965944	0.898776059	1.393029005	1.170445593	0.948758766	1.020657835	0.964434369	0.990809657	1.096117696	0.792270571	1.743984753	0.937327708	0.964880209	1.017912004	1.111512895	1.077711198	0.889679042	1.120899092	1.10163683
MAL8P1.74	1.012385104	0.976698421	1.03935635	1.112350586	0.923782374	1.021645813	1.144160729	0.768219166	1.090665843	1.073076333	0.988546286	1.220923404	0.993050268	0.998061653	1.001784555	0.698804123	0.8683824	0.872362913	0.841359234	0.977392145	1.040077125	1.259033444	1.323484633	0.82726533	1.177727931	1.149761318	1.384260294	1.237892795	0.720301249	1.307317931	1.212219976
MAL13P1.111	0.993301974	0.923065833	1.303173742	0.97085316	0.85735403	1.04364514	1.026157015	0.947700031	1.043040877	0.943129768	0.946403069	1.057683883	1.140600818	0.915392507	1.020103132	0.800091292	0.960496567	0.861050465	0.856171814	1.112796869	1.095211584	1.37390383	1.03425476	0.949381265	1.014271248	1.088687006	1.417659289	1.226243823	0.778254751	1.270932045	1.291047934
MAL13P1.241	1.019489107	0.896502804	1.102722496	1.039233802	0.920391647	1.022257059	1.176126135	0.849337443	1.065137244	1.011671898	0.963189554	0.884012492	1.12868728	1.12856238	1.226544121	1.072755924	0.817735336	0.763755061	0.806072891	1.049464569	0.979934967	1.010168601	1.9344223	0.952671807	1.051362065	1.058903991	0.954524111	0.993717325	1.04072312	0.989637594	1.347665665
PF14_0500	0.989624106	0.950373132	1.014704731	0.910587513	1.113651318	1.045728666	1.055400578	0.897220513	1.048058743	1.011568818	0.955765698	1.255886393	0.921930735	1.082999951	0.935981042	0.808221293	0.883352247	0.932200378	0.891010079	1.091500395	1.025910573	1.663443655	1.038260482	0.947240312	1.182420968	1.106470445	1.175609361	1.088525952	0.961065223	1.108340937	1.163613513
PF11_0238	0.817095621	1.17606191	1.148527048	0.846348962	1.174333856	1.044243331	0.956232804	1.065233111	1.014485109	0.726644795	0.990850693	0.839355455	1.221722955	0.994947572	0.99550516	1.180326685	1.016400817	0.981119616	0.969212849	0.940359476	1.148448824	1.054062124	0.954629758	0.975357961	1.226951814	1.116401139	1.349295903	1.191668661	0.808457764	1.334512327	0.996420282
PF14_0061	1.03573442	0.977803597	0.967785123	1.102948139	0.95628213	1.10198539	1.091606655	0.781746465	1.132824383	1.060936789	0.992972152	0.97740681	1.161070347	0.952817003	1.019019449	0.994566469	0.934265964	0.888147362	0.951386941	0.909659871	1.04755233	1.002759022	1.263613513	1.0159686	1.228156041	1.030172867	1.436078138	1.242842082	0.679424784	1.269916352	1.046615562
PFL1135c	0.997230047	0.944244263	1.039450244	0.956131353	1.240820441	1.150691769	1.064270279	0.7708121	1.146148003	0.927037268	1.033091552	1.113758211	1.244344297	0.973438877	0.996409843	0.890543306	0.882218977	0.89642738	0.936671	0.920729404	1.13406614	0.960981189	1.243615029	0.975059062	1.106830189	1.084569349	1.380457953	1.222484458	0.863218914	1.213644485	0.940759707
PF14_0570	1.042041288	0.954347624	0.73865041	1.02437131	0.816333843	1.140062024	0.997789145	0.998164507	1.106759659	1.07566888	0.969551644	1.174022258	1.277565547	0.713548029	0.91253896	0.596332319	1.201035814	0.831062042	1.052909463	1.055985524	1.207146798	1.285498682	0.569877824	0.76138081	0.980631023	1.004570343	1.580583544	1.392629233	0.608807125	1.721076229	1.455870812
MAL13P1.265	0.98063009	0.992828363	1.133999289	1.031518803	1.097901769	0.978605157	1.081207383	0.736647393	1.076004139	1.015009029	0.991263057	1.379064313	0.93506869	1.068993819	0.764586399	0.551368351	0.819804107	0.81933042	0.785674707	1.061913085	1.01719622	1.946742378	1.040165267	0.790036404	1.253342917	1.206157275	1.133857793	1.066433808	1.046797263	1.225574319	1.218216286
PFI0135c	1.069633389	1.0156361	0.834952433	1.064523291	0.918692556	1.180988506	1.0728321	0.846082986	1.053458989	1.06674772	0.965448035	1.073264814	1.143526223	0.908037419	0.889321221	1.096097221	1.021194007	0.957207199	0.959714451	1.00966669	1.155864321	1.042576588	0.781360482	1.107922267	1.064759576	1.057547542	1.473097891	1.215420207	0.628676182	1.405473812	1.159322686
PF10_0020	1.053021952	1.00159038	1.105676314	0.978103605	1.058963252	1.018975896	1.052244671	0.752694512	1.1097518	1.033593952	0.97697697	1.276435978	1.187399193	1.002805483	0.940345026	0.815979462	1.051017122	0.989693215	0.944570626	0.978306432	1.105626391	1.230216261	0.546603284	1.049538981	1.152436556	1.110326186	1.285745652	1.133043481	0.826139203	1.308535216	1.160295676
PF13_0028	1.078013564	1.075997416	0.795143299	1.062395145	1.047372569	1.01839297	1.155388192	0.864496546	1.119289603	0.913881606	0.961318485	0.809979901	1.250846309	0.860302852	1.196879293	1.063813573	0.958184368	1.027173092	0.927245531	0.910737092	1.04513659	0.93897739	1.30434073	1.030135168	0.898705378	1.094301498	1.40454259	1.283916954	0.730675391	1.405841862	1.00305839
PF07TR002	0.946022975	1.227173364	1.085765612	0.921625506	0.85820608	1.046559137	0.945888539	0.721183938	0.918642498	0.998349876	0.867902796	0.998620507	1.153350392	0.926778226	1.073617799	0.734511387	1.232213467	1.25368361	1.249677631	0.983937609	1.213401518	0.777595048	0.207815499	0.741339226	1.224326824	1.250197363	2.136443301	1.531973914	0.334869548	1.434311469	1.239944034
PF10_0276	1.040782438	0.957692238	1.013438194	0.990687495	0.890375024	0.980429014	1.15058012	1.003674793	0.94571775	0.94814657	0.900665909	0.777249942	1.332528096	1.053267695	1.107182901	1.193823571	1.072448995	1.077432936	1.044171388	0.997042712	0.987526327	0.984049172	1.072346427	1.039713876	0.948799093	1.201431107	1.390098891	1.200424634	0.710862301	1.152594467	1.069510424
MAL13P1.118	1.104214179	0.894889156	0.861755352	1.053621698	1.128466263	1.02236098	1.051368646	0.875176743	1.099590388	0.980978728	1.006400153	0.974823331	1.028177501	0.946644126	1.166356977	1.0673441	1.005315085	1.017024675	0.995397539	0.952205989	1.105034806	1.058916962	1.295468044	0.998474806	0.938100839	1.04904309	1.162527278	1.129855102	0.874630057	1.324420197	1.065502008
PFF0960c	0.980815275	1.02091054	1.080555067	0.991722909	1.12744631	1.168280173	0.977913601	0.870347438	1.061818691	0.850726431	1.026407293	0.982682349	1.017757967	0.963394481	1.053665301	1.090089855	0.949228244	1.061679454	1.032392067	0.853093936	1.150283296	0.918228722	1.410849914	0.937109238	1.19632131	0.947025595	1.276184366	1.245169391	0.766542749	1.369880597	0.854355206
PFC0506w	1.067856128	1.010000624	1.041856816	1.098045286	0.819466356	0.954294457	1.119299715	0.887229962	0.959263277	1.108454907	0.908274805	0.915275476	1.269096498	1.002297041	1.178280162	0.916850102	1.024836047	0.959759989	1.004484132	1.045931302	1.013240693	1.157077823	0.984407795	1.008937716	0.976632064	1.126751379	1.337313141	1.176386906	0.726018685	1.145946389	1.286390225
PF14_0815	1.008818797	0.968998969	1.132988695	1.040357537	0.883033843	1.013339826	1.022868849	0.738562023	1.038584504	1.052146177	0.905305098	0.758562165	1.229521784	0.978533907	1.36988676	1.137710247	0.962984328	0.931463887	0.867142018	1.110927263	0.951412788	0.971102372	1.556743936	1.017137627	1.018777759	1.052924134	1.216481377	1.078184248	0.847999324	1.095258496	1.261406398
